Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Phone,Address,Password,Fee_Status,Borrowed_Books,Exam_Schedule,Timetable,Courses_Enrolled,Course_Materials,CGPA_Progress,Notifications
S2307,Liam,Williams,student1307@university.com,Male,21,Mathematics,97.38,46.75,81.9,54.52,53.8,84.3,97.48,74.50450000000001,C,7.5,No,No,,Low,6,6.8,07644556185,"139 Church Lane, Bristol",liam481,Paid,None,"Practical - 2026-09-15, Final - 2026-11-20, Midterm - 2026-08-10","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","2.77, 2.2, 3.8",Exam schedule released
S2308,Ali,Davis,student1308@university.com,Male,19,CS,52.06,83.45,77.84,98.57,78.07,8.8,55.31,71.603,C,21.9,No,No,PhD,Low,3,4.6,07790647715,"6 Queen Street, Leeds",ali995,Paid,Data Structures,"Practical - 2026-09-15, Final - 2026-11-20","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.63, 2.18, 3.92",None
S2309,Maria,Williams,student1309@university.com,Female,23,Engineering,95.94,63.14,96.5,81.62,70.01,59.5,74.4,78.135,C,12.7,Yes,No,Bachelor's,Low,1,7.1,07910300215,"32 Park Avenue, Birmingham",maria973,Paid,"Data Structures, Calculus Vol 1","Practical - 2026-09-15, Final - 2026-11-20, Midterm - 2026-08-10","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials",3.93,Fee due next week
S2310,John,Davis,student1310@university.com,Male,21,CS,80.45,44.4,87.74,99.29,90.32,57.8,58.26,72.8885,C,13.5,Yes,No,PhD,High,8,5.0,07632135800,"19 Main Road, Manchester",john507,Paid,Algorithms Design,"Midterm - 2026-08-10, Final - 2026-11-20, Practical - 2026-09-15","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.21, 3.23",Assignment deadline tomorrow
S2311,Sara,Jones,student1311@university.com,Male,24,Mathematics,90.37,88.76,73.42,66.94,52.75,42.5,80.02,73.116,C,22.9,Yes,No,Bachelor's,High,9,5.0,07401041459,"47 Station Road, Sheffield",sara534,Paid,"Computer Networks, Data Structures","Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math",2.47,Exam schedule released
S2312,Ali,Smith,student1312@university.com,Female,20,Engineering,69.19,74.78,52.88,98.56,59.86,83.0,61.64,67.849,D,28.6,Yes,Yes,Master's,Low,5,6.2,07642297125,"39 Main Road, Manchester",ali559,Paid,"Operating Systems, Calculus Vol 1, Computer Networks","Midterm - 2026-08-10, Final - 2026-11-20","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","3.49, 3.39",Library book due
S2313,Ahmed,Davis,student1313@university.com,Male,24,CS,73.59,54.15,67.05,57.28,74.46,94.3,88.53,72.19699999999999,C,13.3,Yes,Yes,,Medium,1,8.8,07296718839,"82 Church Lane, Sheffield",ahmed163,Paid,"Operating Systems, Computer Networks",Final - 2026-11-20,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.27, 3.9, 2.73, 3.75","Assignment deadline tomorrow, Library book due"
S2314,Emma,Jones,student1314@university.com,Male,19,Mathematics,93.44,93.68,81.6,52.03,57.88,46.5,82.2,75.0295,C,23.7,Yes,No,High School,Medium,2,8.5,07774573144,"127 High Street, Newcastle",emma164,Pending,Algorithms Design,"Final - 2026-11-20, Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.62, 3.71, 3.0",None
S2315,Maria,Brown,student1315@university.com,Male,24,Mathematics,70.74,42.72,90.28,51.65,84.64,45.6,78.58,71.0435,C,28.9,No,Yes,High School,High,8,8.1,07158331170,"117 Oak Street, Newcastle",maria793,Paid,Algorithms Design,Final - 2026-11-20,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.27, 2.23, 3.14",New course material uploaded
S2316,Sara,Jones,student1316@university.com,Female,23,CS,76.73,52.11,97.58,73.24,91.04,50.2,91.26,82.1895,B,7.4,No,Yes,,High,7,8.3,07303763715,"15 Mill Road, London",sara986,Paid,None,"Midterm - 2026-08-10, Final - 2026-11-20, Practical - 2026-09-15","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.66, 3.87, 2.13",Attendance warning
S2317,Liam,Johnson,student1317@university.com,Female,19,Mathematics,51.01,85.12,76.33,54.15,85.23,72.30000000000001,75.01,74.614,C,18.2,Yes,No,High School,Medium,4,6.5,07398854728,"114 Oak Street, Bristol",liam734,Paid,Statistics Fundamentals,"Practical - 2026-09-15, Final - 2026-11-20, Midterm - 2026-08-10","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.33, 2.85, 2.78, 2.86",None
S2318,Sara,Davis,student1318@university.com,Male,18,Business,57.93,82.56,71.62,75.61,72.01,66.8,63.49,71.21849999999999,C,5.3,Yes,No,PhD,Medium,3,5.9,07123567983,"6 Station Road, Birmingham",sara178,Paid,None,"Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.66, 2.07, 3.94, 2.78",Attendance warning
S2319,John,Jones,student1319@university.com,Male,22,Engineering,82.08,57.36,41.06,66.38,93.92,22.3,81.04,63.64500000000001,D,25.6,No,No,High School,Low,4,8.4,07631462491,"99 High Street, Birmingham",john623,Pending,"Statistics Fundamentals, Calculus Vol 1","Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials",2.87,None
S2320,Liam,Williams,student1320@university.com,Female,18,Business,85.85,43.72,44.33,66.78,56.88,6.4,97.85,63.0205,D,12.2,No,Yes,,Medium,5,4.4,07271130724,"114 Station Road, Birmingham",liam576,Pending,"Calculus Vol 1, Algorithms Design",Midterm - 2026-08-10,"Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.27, 3.38, 2.3",None
S2321,John,Brown,student1321@university.com,Male,23,CS,79.13,91.48,49.37,81.78,63.02,94.9,80.06,73.3965,C,13.3,No,No,Master's,Low,4,9.0,07078754181,"66 High Street, Birmingham",john221,Pending,None,Midterm - 2026-08-10,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.3, 2.69",Fee due next week
S2322,Ahmed,Davis,student1322@university.com,Male,22,Business,57.17,58.82,43.29,58.15,74.48,26.1,81.48,61.565,D,22.2,Yes,Yes,,High,9,6.8,07563268685,"110 Mill Road, Newcastle",ahmed575,Paid,None,Final - 2026-11-20,"Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.93, 3.25, 3.97",None
S2323,Emma,Johnson,student1323@university.com,Female,18,CS,72.27,51.74,64.05,88.33,53.07,63.9,96.74,74.547,C,24.7,Yes,No,,High,1,6.7,07074510663,"40 Oak Street, Newcastle",emma213,Paid,None,"Final - 2026-11-20, Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.25, 3.42, 3.13","Fee due next week, Attendance warning"
S2324,Ahmed,Jones,student1324@university.com,Female,22,CS,67.75,70.96,60.21,79.1,54.78,82.8,75.76,69.9075,D,15.0,Yes,Yes,Bachelor's,Low,1,5.5,07436294897,"135 Oak Street, Sheffield",ahmed107,Paid,None,"Midterm - 2026-08-10, Practical - 2026-09-15, Final - 2026-11-20","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.15, 3.3, 2.96, 2.51",None
S2325,Ali,Brown,student1325@university.com,Female,21,Mathematics,74.78,94.61,78.24,95.75,69.87,30.0,99.82,86.547,B,21.6,No,No,High School,High,10,4.9,07861031310,"126 Oak Street, Newcastle",ali374,Pending,None,Practical - 2026-09-15,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math",3.12,Attendance warning
S2326,Ali,Davis,student1326@university.com,Male,24,Mathematics,93.52,42.61,72.14,68.24,97.19,63.5,57.98,64.9505,D,28.9,No,Yes,High School,High,7,7.4,07094318143,"132 High Street, Newcastle",ali904,Pending,Statistics Fundamentals,"Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","2.82, 3.88, 3.88, 2.04",Fee due next week
S2327,Ahmed,Brown,student1327@university.com,Male,19,CS,88.79,85.95,75.76,99.14,95.42,10.8,76.85,79.8405,C,27.2,No,Yes,Bachelor's,Low,3,5.8,07966613473,"133 Queen Street, Newcastle",ahmed441,Paid,None,Midterm - 2026-08-10,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks",3.92,Exam schedule released
S2328,Emma,Johnson,student1328@university.com,Male,22,Engineering,54.2,74.35,68.32,78.79,73.3,97.0,60.65,70.42599999999999,C,22.5,Yes,Yes,PhD,Medium,4,5.5,07235494012,"85 Park Avenue, Leeds",emma832,Paid,"Statistics Fundamentals, Computer Networks, Introduction to Python","Practical - 2026-09-15, Final - 2026-11-20","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials",2.47,Fee due next week
S2329,Ahmed,Jones,student1329@university.com,Male,21,Engineering,94.52,65.53,56.66,98.67,57.11,5.8,72.67,66.597,D,28.6,No,Yes,PhD,High,1,4.8,07897432512,"112 High Street, Liverpool",ahmed724,Paid,None,Practical - 2026-09-15,"Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","3.36, 2.53, 3.74, 3.25","New course material uploaded, Attendance warning"
S2330,Emma,Brown,student1330@university.com,Female,24,Engineering,73.59,84.64,97.17,51.35,58.91,43.8,58.53,70.331,C,26.9,Yes,Yes,Bachelor's,Medium,2,6.7,07257207650,"145 Main Road, Sheffield",emma686,Pending,Calculus Vol 1,"Final - 2026-11-20, Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","3.46, 3.76, 2.33",Fee due next week
S2331,Emma,Brown,student1331@university.com,Male,24,Business,87.19,97.95,45.18,86.4,68.88,53.7,61.13,66.8595,D,23.2,Yes,No,High School,Medium,5,6.9,07241209579,"93 Church Lane, Sheffield",emma921,Pending,None,"Final - 2026-11-20, Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.24, 3.79, 3.3, 2.92",None
S2332,Omar,Smith,student1332@university.com,Male,20,CS,57.0,53.75,96.33,90.83,60.5,79.0,60.54,73.9315,C,27.9,Yes,Yes,PhD,High,4,6.2,07073710094,"28 High Street, Bristol",omar712,Pending,Linear Algebra,Practical - 2026-09-15,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.9, 3.62, 2.42",None
S2333,Liam,Brown,student1333@university.com,Female,18,Mathematics,83.54,48.62,58.67,52.66,54.15,12.1,66.0,55.67949999999999,F,25.4,No,No,PhD,Medium,3,4.1,07388221145,"116 Park Avenue, Birmingham",liam262,Paid,Algorithms Design,Midterm - 2026-08-10,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.28, 2.54",Exam schedule released
S2334,Maria,Smith,student1334@university.com,Female,20,Business,61.82,94.77,70.76,78.95,83.69,44.1,56.73,71.341,C,17.6,Yes,Yes,Master's,High,2,6.5,07775847457,"103 Park Avenue, London",maria833,Pending,"Calculus Vol 1, Data Structures","Midterm - 2026-08-10, Final - 2026-11-20, Practical - 2026-09-15","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics",2.21,None
S2335,Emma,Jones,student1335@university.com,Male,23,Business,71.92,80.14,46.53,90.1,79.07,30.0,90.47,73.7165,C,17.6,Yes,No,PhD,High,1,5.4,07054589714,"26 Station Road, Bristol",emma146,Paid,None,"Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics",2.29,"Attendance warning, Assignment deadline tomorrow"
S2336,John,Davis,student1336@university.com,Female,21,Mathematics,50.84,66.28,44.26,78.05,64.56,31.200000000000003,61.03,59.0395,F,5.2,Yes,Yes,High School,Low,1,4.7,07802632570,"27 Mill Road, Bristol",john587,Pending,None,"Midterm - 2026-08-10, Final - 2026-11-20, Practical - 2026-09-15","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","2.27, 3.44, 2.5, 3.46",Exam schedule released
S2337,Emma,Davis,student1337@university.com,Female,20,CS,57.58,74.4,65.77,53.19,88.95,77.9,70.83,69.62,D,5.8,Yes,Yes,Master's,High,1,6.9,07396531361,"43 Queen Street, Sheffield",emma929,Pending,None,Final - 2026-11-20,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.49, 3.55, 3.01, 2.79","Library book due, Exam schedule released"
S2338,Emma,Jones,student1338@university.com,Male,20,Business,54.6,84.74,84.5,84.67,88.8,0.5,50.8,70.6815,C,23.7,No,No,Master's,Low,7,7.4,07487824556,"115 Queen Street, Manchester",emma180,Paid,"Linear Algebra, Database Systems, Calculus Vol 1","Midterm - 2026-08-10, Practical - 2026-09-15, Final - 2026-11-20","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.13, 3.31, 2.63, 2.11",None
S2339,Emma,Jones,student1339@university.com,Male,24,CS,61.99,86.38,56.16,53.03,74.55,74.9,55.24,62.72349999999999,D,18.9,Yes,Yes,High School,Low,1,6.6,07964430985,"93 Mill Road, Leeds",emma628,Pending,None,Midterm - 2026-08-10,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.01, 3.2, 2.23",New course material uploaded
S2340,Omar,Williams,student1340@university.com,Male,21,CS,55.0,95.19,73.74,90.87,54.83,81.0,94.81,84.32,B,24.0,Yes,Yes,Bachelor's,Low,2,7.1,07916795410,"50 High Street, Manchester",omar987,Pending,"Introduction to Python, Software Engineering","Midterm - 2026-08-10, Practical - 2026-09-15, Final - 2026-11-20","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks",3.66,None
S2341,Liam,Jones,student1341@university.com,Male,24,CS,84.6,65.61,56.72,52.15,95.92,90.1,91.86,73.499,C,28.7,Yes,Yes,,Low,2,7.0,07727284982,"115 High Street, Manchester",liam722,Paid,None,"Midterm - 2026-08-10, Final - 2026-11-20, Practical - 2026-09-15","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks",3.35,Fee due next week
S2342,Omar,Brown,student1342@university.com,Female,19,Mathematics,51.45,57.6,63.32,56.87,83.43,62.7,92.05,72.0935,C,16.3,No,No,PhD,Low,8,4.6,07474140703,"55 Church Lane, Newcastle",omar663,Pending,None,Final - 2026-11-20,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.83, 3.03, 3.49",Fee due next week
S2343,Ali,Davis,student1343@university.com,Female,22,CS,80.89,78.38,94.39,63.76,62.35,33.3,70.57,73.98949999999999,C,7.2,No,Yes,Bachelor's,Medium,5,5.1,07491074065,"85 Station Road, Manchester",ali784,Pending,"Data Structures, Database Systems, Introduction to Python","Final - 2026-11-20, Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.91, 3.58",New course material uploaded
S2344,Omar,Johnson,student1344@university.com,Male,23,Business,57.04,64.94,91.35,81.67,80.52,42.7,57.08,72.14,C,20.7,Yes,No,,Low,4,4.0,07004254882,"109 Main Road, Newcastle",omar122,Pending,"Data Structures, Software Engineering","Practical - 2026-09-15, Midterm - 2026-08-10, Final - 2026-11-20","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.97, 3.91, 2.3",None
S2345,John,Davis,student1345@university.com,Male,23,Mathematics,97.26,75.68,70.96,98.82,70.25,97.0,55.39,72.407,C,7.5,No,Yes,High School,Low,3,8.9,07142369143,"98 Mill Road, London",john253,Pending,None,Midterm - 2026-08-10,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.73, 2.7","New course material uploaded, Fee due next week"
S2346,John,Smith,student1346@university.com,Female,18,Mathematics,96.65,65.2,54.29,55.89,81.77,88.10000000000001,80.28,68.402,D,20.5,Yes,Yes,PhD,Medium,8,5.1,07075366614,"37 Main Road, London",john276,Pending,"Introduction to Python, Linear Algebra",Final - 2026-11-20,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.81, 3.96, 2.16",Exam schedule released
S2347,Omar,Davis,student1347@university.com,Male,24,Business,61.28,49.18,51.59,57.14,73.69,46.4,91.41,65.9575,D,18.2,No,Yes,Bachelor's,Low,10,8.1,07494296592,"6 Oak Street, Birmingham",omar180,Paid,None,"Final - 2026-11-20, Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.86, 2.25, 2.28",None
S2348,Liam,Williams,student1348@university.com,Male,22,Mathematics,80.72,68.17,97.25,68.44,74.27,94.3,95.01,85.449,B,22.8,No,Yes,,Medium,6,7.9,07342683441,"128 Station Road, Sheffield",liam348,Paid,Calculus Vol 1,Practical - 2026-09-15,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.56, 2.56, 3.63","Attendance warning, Library book due"
